196,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:01:57.0430000","STOP",,,,"2024-05-18 11:31:55"
25,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:20:54.6430000","STOP",,,,"2024-05-18 08:50:52"
366,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:26:49.1150000","STOP",,,,"2024-09-17 22:56:47"
197,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:02:27.0030000","STOP",,,,"2024-05-18 11:32:25"
26,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:21:24.6170000","STOP",,,,"2024-05-18 08:51:22"
198,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:02:57.0120000","STOP",,,,"2024-05-18 11:32:55"
367,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","NA","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:27:19.1580000","STOP",,,,"2024-09-17 22:57:17"
27,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:21:54.6070000","STOP",,,,"2024-05-18 08:51:52"
199,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:03:27.1060000","STOP",,,,"2024-05-18 11:33:25"
368,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"TRIAL","17","0","NA","NA","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:37:49.3180000","STOP",,,,"2024-09-17 23:07:47"
28,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:22:24.6140000","STOP",,,,"2024-05-18 08:52:22"
200,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:03:57.0210000","STOP",,,,"2024-05-18 11:33:55"
369,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"17.9.24","1","0","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:44:19.4670000","STOP",,,,"2024-09-17 23:14:17"
29,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:22:54.6380000","STOP",,,,"2024-05-18 08:52:52"
201,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:04:27.0110000","STOP",,,,"2024-05-18 11:34:25"
370,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"17.9.24","1","0","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:44:49.4610000","STOP",,,,"2024-09-17 23:14:47"
30,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:23:24.6290000","STOP",,,,"2024-05-18 08:53:22"
202,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:04:57.0100000","STOP",,,,"2024-05-18 11:34:55"
371,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"17.9.24","1","0","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:45:19.4290000","STOP",,,,"2024-09-17 23:15:17"
31,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:23:54.6480000","STOP",,,,"2024-05-18 08:53:52"
203,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:05:27.0090000","STOP",,,,"2024-05-18 11:35:25"
32,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:24:24.6560000","STOP",,,,"2024-05-18 08:54:22"
372,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"17.9.24","1","0","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:45:49.4370000","STOP",,,,"2024-09-17 23:15:47"
204,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:05:56.9880000","STOP",,,,"2024-05-18 11:35:55"
33,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:24:54.6470000","STOP",,,,"2024-05-18 08:54:53"
373,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"17.9.24","1","0","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:46:19.4410000","STOP",,,,"2024-09-17 23:16:17"
205,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:06:27.0290000","STOP",,,,"2024-05-18 11:36:25"
34,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:25:24.6450000","STOP",,,,"2024-05-18 08:55:23"
374,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"17.9.24","1","0","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:46:49.4390000","STOP",,,,"2024-09-17 23:16:47"
206,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:06:57.0260000","STOP",,,,"2024-05-18 11:36:55"
35,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:25:54.6840000","STOP",,,,"2024-05-18 08:55:53"
375,,,,,,,";CO MILL SEAL PRESSURE ERROR",,"17.9.24","1","0","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-09-17 17:47:19.4330000","STOP",,,,"2024-09-17 23:17:17"
207,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 06:07:27.1330000","STOP",,,,"2024-05-18 11:37:25"
36,,,,,,,";MAIN AIR PURGING MIN",,"NA","NA","1","NA","TRAIL","RMG-100L-2-PVII","RMG-100L-2-PVII","2024-05-18 03:26:24.7130000","STOP",,,,"2024-05-18 08:56:23"
